arch=crnn norm=batch device=cuda params=542,226 train_samples=3000 val_samples=400 epochs=80 batch_size=64 lr=0.001 seed=46 patience=12 warmup_epochs=0
epoch 001/80 | train_ctc_loss=3.2596 | val_exact_match_acc=0.0000 | lr=0.001000 | time=1.3s
epoch 002/80 | train_ctc_loss=1.6915 | val_exact_match_acc=0.0000 | lr=0.000998 | time=0.9s
epoch 003/80 | train_ctc_loss=1.5187 | val_exact_match_acc=0.0175 | lr=0.000997 | time=0.9s
epoch 004/80 | train_ctc_loss=1.4024 | val_exact_match_acc=0.0200 | lr=0.000994 | time=0.9s
epoch 005/80 | train_ctc_loss=1.2986 | val_exact_match_acc=0.0275 | lr=0.000990 | time=0.9s
epoch 006/80 | train_ctc_loss=1.1460 | val_exact_match_acc=0.0375 | lr=0.000986 | time=0.9s
epoch 007/80 | train_ctc_loss=0.9693 | val_exact_match_acc=0.0700 | lr=0.000981 | time=0.9s
epoch 008/80 | train_ctc_loss=0.7282 | val_exact_match_acc=0.3175 | lr=0.000976 | time=0.9s
epoch 009/80 | train_ctc_loss=0.4332 | val_exact_match_acc=0.5675 | lr=0.000969 | time=0.9s
epoch 010/80 | train_ctc_loss=0.1926 | val_exact_match_acc=0.7975 | lr=0.000962 | time=0.9s
epoch 011/80 | train_ctc_loss=0.1097 | val_exact_match_acc=0.7725 | lr=0.000954 | time=0.9s
epoch 012/80 | train_ctc_loss=0.0622 | val_exact_match_acc=0.8100 | lr=0.000946 | time=0.9s
epoch 013/80 | train_ctc_loss=0.0438 | val_exact_match_acc=0.7100 | lr=0.000936 | time=0.9s
epoch 014/80 | train_ctc_loss=0.0325 | val_exact_match_acc=0.8300 | lr=0.000926 | time=1.0s
epoch 015/80 | train_ctc_loss=0.0186 | val_exact_match_acc=0.9125 | lr=0.000916 | time=1.0s
epoch 016/80 | train_ctc_loss=0.0138 | val_exact_match_acc=0.8725 | lr=0.000905 | time=1.0s
epoch 017/80 | train_ctc_loss=0.0106 | val_exact_match_acc=0.9200 | lr=0.000893 | time=1.0s
epoch 018/80 | train_ctc_loss=0.0098 | val_exact_match_acc=0.8325 | lr=0.000880 | time=1.0s
epoch 019/80 | train_ctc_loss=0.0410 | val_exact_match_acc=0.6175 | lr=0.000867 | time=1.0s
epoch 020/80 | train_ctc_loss=0.0230 | val_exact_match_acc=0.8900 | lr=0.000854 | time=1.0s
epoch 021/80 | train_ctc_loss=0.0095 | val_exact_match_acc=0.9125 | lr=0.000839 | time=1.0s
epoch 022/80 | train_ctc_loss=0.0038 | val_exact_match_acc=0.9200 | lr=0.000825 | time=1.0s
epoch 023/80 | train_ctc_loss=0.0028 | val_exact_match_acc=0.9250 | lr=0.000810 | time=1.0s
epoch 024/80 | train_ctc_loss=0.0024 | val_exact_match_acc=0.9175 | lr=0.000794 | time=1.0s
epoch 025/80 | train_ctc_loss=0.0021 | val_exact_match_acc=0.9200 | lr=0.000778 | time=1.0s
epoch 026/80 | train_ctc_loss=0.0019 | val_exact_match_acc=0.9200 | lr=0.000761 | time=1.0s
epoch 027/80 | train_ctc_loss=0.0018 | val_exact_match_acc=0.9175 | lr=0.000744 | time=1.0s
epoch 028/80 | train_ctc_loss=0.0016 | val_exact_match_acc=0.9200 | lr=0.000727 | time=1.0s
epoch 029/80 | train_ctc_loss=0.0015 | val_exact_match_acc=0.9200 | lr=0.000709 | time=1.0s
epoch 030/80 | train_ctc_loss=0.0014 | val_exact_match_acc=0.9200 | lr=0.000691 | time=1.0s
epoch 031/80 | train_ctc_loss=0.0013 | val_exact_match_acc=0.9200 | lr=0.000673 | time=1.0s
epoch 032/80 | train_ctc_loss=0.0013 | val_exact_match_acc=0.9225 | lr=0.000655 | time=1.0s
epoch 033/80 | train_ctc_loss=0.0012 | val_exact_match_acc=0.9200 | lr=0.000636 | time=1.0s
epoch 034/80 | train_ctc_loss=0.0011 | val_exact_match_acc=0.9200 | lr=0.000617 | time=1.0s
epoch 035/80 | train_ctc_loss=0.0011 | val_exact_match_acc=0.9200 | lr=0.000598 | time=1.0s
early stopping at epoch 35: no val improvement for 12 epochs
best_val_exact_match_acc=0.9250 saved_to=D:\internship\task\src\..\weights\model_crnn_seed46.pt
stopped_early_at_epoch=35
