arch=convattn norm=batch device=cuda params=606,738 train_samples=3000 val_samples=400 epochs=80 batch_size=64 lr=0.001 seed=44 patience=12 warmup_epochs=0
epoch 001/80 | train_ctc_loss=2.5483 | val_exact_match_acc=0.0100 | lr=0.001000 | time=1.4s
epoch 002/80 | train_ctc_loss=1.5852 | val_exact_match_acc=0.0075 | lr=0.000998 | time=1.1s
epoch 003/80 | train_ctc_loss=1.4906 | val_exact_match_acc=0.0050 | lr=0.000997 | time=1.0s
epoch 004/80 | train_ctc_loss=1.4208 | val_exact_match_acc=0.0250 | lr=0.000994 | time=1.0s
epoch 005/80 | train_ctc_loss=1.3016 | val_exact_match_acc=0.0250 | lr=0.000990 | time=1.0s
epoch 006/80 | train_ctc_loss=1.0499 | val_exact_match_acc=0.1450 | lr=0.000986 | time=1.0s
epoch 007/80 | train_ctc_loss=0.7403 | val_exact_match_acc=0.4350 | lr=0.000981 | time=1.0s
epoch 008/80 | train_ctc_loss=0.4575 | val_exact_match_acc=0.5700 | lr=0.000976 | time=1.0s
epoch 009/80 | train_ctc_loss=0.2651 | val_exact_match_acc=0.5325 | lr=0.000969 | time=1.0s
epoch 010/80 | train_ctc_loss=0.1554 | val_exact_match_acc=0.5450 | lr=0.000962 | time=1.1s
epoch 011/80 | train_ctc_loss=0.1105 | val_exact_match_acc=0.6275 | lr=0.000954 | time=1.1s
epoch 012/80 | train_ctc_loss=0.0773 | val_exact_match_acc=0.7925 | lr=0.000946 | time=1.1s
epoch 013/80 | train_ctc_loss=0.0612 | val_exact_match_acc=0.8475 | lr=0.000936 | time=1.0s
epoch 014/80 | train_ctc_loss=0.0446 | val_exact_match_acc=0.7750 | lr=0.000926 | time=1.1s
epoch 015/80 | train_ctc_loss=0.0419 | val_exact_match_acc=0.7900 | lr=0.000916 | time=1.0s
epoch 016/80 | train_ctc_loss=0.0426 | val_exact_match_acc=0.7625 | lr=0.000905 | time=1.1s
epoch 017/80 | train_ctc_loss=0.0331 | val_exact_match_acc=0.8525 | lr=0.000893 | time=1.0s
epoch 018/80 | train_ctc_loss=0.0201 | val_exact_match_acc=0.8650 | lr=0.000880 | time=1.1s
epoch 019/80 | train_ctc_loss=0.0187 | val_exact_match_acc=0.8900 | lr=0.000867 | time=1.1s
epoch 020/80 | train_ctc_loss=0.0157 | val_exact_match_acc=0.9100 | lr=0.000854 | time=1.0s
epoch 021/80 | train_ctc_loss=0.0161 | val_exact_match_acc=0.8875 | lr=0.000839 | time=1.0s
epoch 022/80 | train_ctc_loss=0.0104 | val_exact_match_acc=0.9150 | lr=0.000825 | time=1.0s
epoch 023/80 | train_ctc_loss=0.0075 | val_exact_match_acc=0.9100 | lr=0.000810 | time=1.0s
epoch 024/80 | train_ctc_loss=0.0050 | val_exact_match_acc=0.9225 | lr=0.000794 | time=1.0s
epoch 025/80 | train_ctc_loss=0.0049 | val_exact_match_acc=0.9100 | lr=0.000778 | time=1.1s
epoch 026/80 | train_ctc_loss=0.0045 | val_exact_match_acc=0.9200 | lr=0.000761 | time=1.0s
epoch 027/80 | train_ctc_loss=0.0032 | val_exact_match_acc=0.9275 | lr=0.000744 | time=1.1s
epoch 028/80 | train_ctc_loss=0.0045 | val_exact_match_acc=0.9025 | lr=0.000727 | time=1.0s
epoch 029/80 | train_ctc_loss=0.0075 | val_exact_match_acc=0.8800 | lr=0.000709 | time=1.0s
epoch 030/80 | train_ctc_loss=0.0118 | val_exact_match_acc=0.8350 | lr=0.000691 | time=1.0s
epoch 031/80 | train_ctc_loss=0.0128 | val_exact_match_acc=0.8600 | lr=0.000673 | time=1.1s
epoch 032/80 | train_ctc_loss=0.0143 | val_exact_match_acc=0.8950 | lr=0.000655 | time=1.1s
epoch 033/80 | train_ctc_loss=0.0086 | val_exact_match_acc=0.8700 | lr=0.000636 | time=1.0s
epoch 034/80 | train_ctc_loss=0.0062 | val_exact_match_acc=0.8975 | lr=0.000617 | time=1.0s
epoch 035/80 | train_ctc_loss=0.0036 | val_exact_match_acc=0.9400 | lr=0.000598 | time=1.0s
epoch 036/80 | train_ctc_loss=0.0018 | val_exact_match_acc=0.9475 | lr=0.000578 | time=1.0s
epoch 037/80 | train_ctc_loss=0.0013 | val_exact_match_acc=0.9525 | lr=0.000559 | time=1.0s
epoch 038/80 | train_ctc_loss=0.0009 | val_exact_match_acc=0.9525 | lr=0.000539 | time=1.0s
epoch 039/80 | train_ctc_loss=0.0011 | val_exact_match_acc=0.9550 | lr=0.000520 | time=1.0s
epoch 040/80 | train_ctc_loss=0.0011 | val_exact_match_acc=0.9050 | lr=0.000500 | time=1.0s
epoch 041/80 | train_ctc_loss=0.0012 | val_exact_match_acc=0.9375 | lr=0.000480 | time=1.0s
epoch 042/80 | train_ctc_loss=0.0010 | val_exact_match_acc=0.9475 | lr=0.000461 | time=1.1s
epoch 043/80 | train_ctc_loss=0.0009 | val_exact_match_acc=0.9475 | lr=0.000441 | time=1.0s
epoch 044/80 | train_ctc_loss=0.0009 | val_exact_match_acc=0.9425 | lr=0.000422 | time=1.0s
