arch=crnn norm=batch device=cuda params=542,226 train_samples=3000 val_samples=400 epochs=80 batch_size=64 lr=0.001 seed=45 patience=12 warmup_epochs=0
epoch 001/80 | train_ctc_loss=3.4616 | val_exact_match_acc=0.0000 | lr=0.001000 | time=1.3s
epoch 002/80 | train_ctc_loss=1.6604 | val_exact_match_acc=0.0000 | lr=0.000998 | time=0.9s
epoch 003/80 | train_ctc_loss=1.6439 | val_exact_match_acc=0.0000 | lr=0.000997 | time=1.0s
epoch 004/80 | train_ctc_loss=1.6262 | val_exact_match_acc=0.0000 | lr=0.000994 | time=0.9s
epoch 005/80 | train_ctc_loss=1.5900 | val_exact_match_acc=0.0200 | lr=0.000990 | time=0.9s
epoch 006/80 | train_ctc_loss=1.5429 | val_exact_match_acc=0.0225 | lr=0.000986 | time=0.9s
epoch 007/80 | train_ctc_loss=1.4670 | val_exact_match_acc=0.0200 | lr=0.000981 | time=0.9s
epoch 008/80 | train_ctc_loss=1.3329 | val_exact_match_acc=0.0350 | lr=0.000976 | time=0.9s
epoch 009/80 | train_ctc_loss=1.1461 | val_exact_match_acc=0.1050 | lr=0.000969 | time=0.9s
epoch 010/80 | train_ctc_loss=0.8960 | val_exact_match_acc=0.1350 | lr=0.000962 | time=0.9s
epoch 011/80 | train_ctc_loss=0.6091 | val_exact_match_acc=0.4925 | lr=0.000954 | time=1.0s
epoch 012/80 | train_ctc_loss=0.3355 | val_exact_match_acc=0.7350 | lr=0.000946 | time=1.0s
epoch 013/80 | train_ctc_loss=0.1708 | val_exact_match_acc=0.7725 | lr=0.000936 | time=1.0s
epoch 014/80 | train_ctc_loss=0.0881 | val_exact_match_acc=0.7900 | lr=0.000926 | time=1.0s
epoch 015/80 | train_ctc_loss=0.0610 | val_exact_match_acc=0.6975 | lr=0.000916 | time=1.0s
epoch 016/80 | train_ctc_loss=0.0397 | val_exact_match_acc=0.8250 | lr=0.000905 | time=1.0s
epoch 017/80 | train_ctc_loss=0.0259 | val_exact_match_acc=0.8400 | lr=0.000893 | time=1.0s
epoch 018/80 | train_ctc_loss=0.0181 | val_exact_match_acc=0.8975 | lr=0.000880 | time=1.0s
epoch 019/80 | train_ctc_loss=0.0132 | val_exact_match_acc=0.8850 | lr=0.000867 | time=1.0s
epoch 020/80 | train_ctc_loss=0.0177 | val_exact_match_acc=0.6975 | lr=0.000854 | time=1.0s
epoch 021/80 | train_ctc_loss=0.0255 | val_exact_match_acc=0.8650 | lr=0.000839 | time=1.0s
epoch 022/80 | train_ctc_loss=0.0275 | val_exact_match_acc=0.8275 | lr=0.000825 | time=1.0s
epoch 023/80 | train_ctc_loss=0.0216 | val_exact_match_acc=0.8600 | lr=0.000810 | time=1.0s
epoch 024/80 | train_ctc_loss=0.0162 | val_exact_match_acc=0.9275 | lr=0.000794 | time=1.0s
epoch 025/80 | train_ctc_loss=0.0062 | val_exact_match_acc=0.9250 | lr=0.000778 | time=1.0s
epoch 026/80 | train_ctc_loss=0.0037 | val_exact_match_acc=0.9275 | lr=0.000761 | time=1.0s
epoch 027/80 | train_ctc_loss=0.0030 | val_exact_match_acc=0.9275 | lr=0.000744 | time=1.0s
epoch 028/80 | train_ctc_loss=0.0027 | val_exact_match_acc=0.9250 | lr=0.000727 | time=1.0s
