arch=convattn norm=batch device=cuda params=606,738 train_samples=3000 val_samples=400 epochs=80 batch_size=64 lr=0.001 seed=45 patience=12 warmup_epochs=0
epoch 001/80 | train_ctc_loss=2.4478 | val_exact_match_acc=0.0000 | lr=0.001000 | time=1.4s
epoch 002/80 | train_ctc_loss=1.6925 | val_exact_match_acc=0.0000 | lr=0.000998 | time=1.0s
epoch 003/80 | train_ctc_loss=1.6718 | val_exact_match_acc=0.0000 | lr=0.000997 | time=1.0s
epoch 004/80 | train_ctc_loss=1.6279 | val_exact_match_acc=0.0275 | lr=0.000994 | time=1.0s
epoch 005/80 | train_ctc_loss=1.5184 | val_exact_match_acc=0.0375 | lr=0.000990 | time=1.0s
epoch 006/80 | train_ctc_loss=1.3998 | val_exact_match_acc=0.0625 | lr=0.000986 | time=1.0s
epoch 007/80 | train_ctc_loss=1.2340 | val_exact_match_acc=0.1125 | lr=0.000981 | time=1.0s
epoch 008/80 | train_ctc_loss=0.9761 | val_exact_match_acc=0.1450 | lr=0.000976 | time=1.0s
epoch 009/80 | train_ctc_loss=0.6612 | val_exact_match_acc=0.2975 | lr=0.000969 | time=1.0s
epoch 010/80 | train_ctc_loss=0.3995 | val_exact_match_acc=0.5700 | lr=0.000962 | time=1.0s
epoch 011/80 | train_ctc_loss=0.2047 | val_exact_match_acc=0.7150 | lr=0.000954 | time=1.0s
epoch 012/80 | train_ctc_loss=0.1112 | val_exact_match_acc=0.8350 | lr=0.000946 | time=1.1s
epoch 013/80 | train_ctc_loss=0.0651 | val_exact_match_acc=0.8750 | lr=0.000936 | time=1.1s
epoch 014/80 | train_ctc_loss=0.0464 | val_exact_match_acc=0.8325 | lr=0.000926 | time=1.1s
epoch 015/80 | train_ctc_loss=0.0294 | val_exact_match_acc=0.9125 | lr=0.000916 | time=1.1s
epoch 016/80 | train_ctc_loss=0.0137 | val_exact_match_acc=0.8875 | lr=0.000905 | time=1.1s
epoch 017/80 | train_ctc_loss=0.0068 | val_exact_match_acc=0.9350 | lr=0.000893 | time=1.1s
epoch 018/80 | train_ctc_loss=0.0048 | val_exact_match_acc=0.9225 | lr=0.000880 | time=1.1s
epoch 019/80 | train_ctc_loss=0.0052 | val_exact_match_acc=0.9075 | lr=0.000867 | time=1.0s
epoch 020/80 | train_ctc_loss=0.0064 | val_exact_match_acc=0.9325 | lr=0.000854 | time=1.0s
epoch 021/80 | train_ctc_loss=0.0088 | val_exact_match_acc=0.9100 | lr=0.000839 | time=1.0s
epoch 022/80 | train_ctc_loss=0.0079 | val_exact_match_acc=0.8900 | lr=0.000825 | time=1.1s
epoch 023/80 | train_ctc_loss=0.0077 | val_exact_match_acc=0.8425 | lr=0.000810 | time=1.1s
epoch 024/80 | train_ctc_loss=0.0054 | val_exact_match_acc=0.9125 | lr=0.000794 | time=1.1s
epoch 025/80 | train_ctc_loss=0.0058 | val_exact_match_acc=0.9100 | lr=0.000778 | time=1.0s
epoch 026/80 | train_ctc_loss=0.0047 | val_exact_match_acc=0.9250 | lr=0.000761 | time=1.0s
epoch 027/80 | train_ctc_loss=0.0026 | val_exact_match_acc=0.9375 | lr=0.000744 | time=1.1s
epoch 028/80 | train_ctc_loss=0.0014 | val_exact_match_acc=0.9450 | lr=0.000727 | time=1.0s
epoch 029/80 | train_ctc_loss=0.0011 | val_exact_match_acc=0.9450 | lr=0.000709 | time=1.0s
epoch 030/80 | train_ctc_loss=0.0012 | val_exact_match_acc=0.9400 | lr=0.000691 | time=1.0s
epoch 031/80 | train_ctc_loss=0.0010 | val_exact_match_acc=0.9400 | lr=0.000673 | time=1.1s
epoch 032/80 | train_ctc_loss=0.0009 | val_exact_match_acc=0.9450 | lr=0.000655 | time=1.1s
epoch 033/80 | train_ctc_loss=0.0008 | val_exact_match_acc=0.9450 | lr=0.000636 | time=1.1s
epoch 034/80 | train_ctc_loss=0.0006 | val_exact_match_acc=0.9450 | lr=0.000617 | time=1.1s
epoch 035/80 | train_ctc_loss=0.0007 | val_exact_match_acc=0.9425 | lr=0.000598 | time=1.1s
epoch 036/80 | train_ctc_loss=0.0006 | val_exact_match_acc=0.9475 | lr=0.000578 | time=1.1s
epoch 037/80 | train_ctc_loss=0.0006 | val_exact_match_acc=0.9475 | lr=0.000559 | time=1.1s
epoch 038/80 | train_ctc_loss=0.0005 | val_exact_match_acc=0.9500 | lr=0.000539 | time=1.1s
epoch 039/80 | train_ctc_loss=0.0005 | val_exact_match_acc=0.9500 | lr=0.000520 | time=1.1s
epoch 040/80 | train_ctc_loss=0.0005 | val_exact_match_acc=0.9500 | lr=0.000500 | time=1.1s
epoch 041/80 | train_ctc_loss=0.0005 | val_exact_match_acc=0.9500 | lr=0.000480 | time=1.0s
epoch 042/80 | train_ctc_loss=0.0005 | val_exact_match_acc=0.9500 | lr=0.000461 | time=1.1s
epoch 043/80 | train_ctc_loss=0.0004 | val_exact_match_acc=0.9425 | lr=0.000441 | time=1.1s
epoch 044/80 | train_ctc_loss=0.0004 | val_exact_match_acc=0.9450 | lr=0.000422 | time=1.1s
epoch 045/80 | train_ctc_loss=0.0004 | val_exact_match_acc=0.9475 | lr=0.000402 | time=1.0s
epoch 046/80 | train_ctc_loss=0.0004 | val_exact_match_acc=0.9450 | lr=0.000383 | time=1.1s
epoch 047/80 | train_ctc_loss=0.0004 | val_exact_match_acc=0.9450 | lr=0.000364 | time=1.0s
epoch 048/80 | train_ctc_loss=0.0004 | val_exact_match_acc=0.9425 | lr=0.000345 | time=1.0s
epoch 049/80 | train_ctc_loss=0.0004 | val_exact_match_acc=0.9400 | lr=0.000327 | time=1.0s
