arch=convattn norm=batch device=cuda params=606,738 train_samples=3000 val_samples=400 epochs=80 batch_size=64 lr=0.001 seed=46 patience=12 warmup_epochs=0
epoch 001/80 | train_ctc_loss=2.3169 | val_exact_match_acc=0.0100 | lr=0.001000 | time=1.4s
epoch 002/80 | train_ctc_loss=1.5813 | val_exact_match_acc=0.0175 | lr=0.000998 | time=1.0s
epoch 003/80 | train_ctc_loss=1.4810 | val_exact_match_acc=0.0225 | lr=0.000997 | time=1.0s
epoch 004/80 | train_ctc_loss=1.4325 | val_exact_match_acc=0.0225 | lr=0.000994 | time=1.1s
epoch 005/80 | train_ctc_loss=1.4224 | val_exact_match_acc=0.0200 | lr=0.000990 | time=1.0s
epoch 006/80 | train_ctc_loss=1.3582 | val_exact_match_acc=0.0100 | lr=0.000986 | time=1.0s
epoch 007/80 | train_ctc_loss=1.2941 | val_exact_match_acc=0.0325 | lr=0.000981 | time=1.1s
epoch 008/80 | train_ctc_loss=1.1485 | val_exact_match_acc=0.1075 | lr=0.000976 | time=1.0s
epoch 009/80 | train_ctc_loss=0.9334 | val_exact_match_acc=0.1175 | lr=0.000969 | time=1.0s
epoch 010/80 | train_ctc_loss=0.5335 | val_exact_match_acc=0.5225 | lr=0.000962 | time=1.0s
epoch 011/80 | train_ctc_loss=0.2798 | val_exact_match_acc=0.6700 | lr=0.000954 | time=1.0s
epoch 012/80 | train_ctc_loss=0.1603 | val_exact_match_acc=0.6500 | lr=0.000946 | time=1.0s
epoch 013/80 | train_ctc_loss=0.0962 | val_exact_match_acc=0.8675 | lr=0.000936 | time=1.1s
epoch 014/80 | train_ctc_loss=0.0609 | val_exact_match_acc=0.8625 | lr=0.000926 | time=1.1s
epoch 015/80 | train_ctc_loss=0.0416 | val_exact_match_acc=0.9000 | lr=0.000916 | time=1.0s
epoch 016/80 | train_ctc_loss=0.0388 | val_exact_match_acc=0.8800 | lr=0.000905 | time=1.1s
epoch 017/80 | train_ctc_loss=0.0316 | val_exact_match_acc=0.8550 | lr=0.000893 | time=1.0s
epoch 018/80 | train_ctc_loss=0.0262 | val_exact_match_acc=0.8775 | lr=0.000880 | time=1.0s
epoch 019/80 | train_ctc_loss=0.0347 | val_exact_match_acc=0.8425 | lr=0.000867 | time=1.1s
epoch 020/80 | train_ctc_loss=0.0253 | val_exact_match_acc=0.8700 | lr=0.000854 | time=1.1s
epoch 021/80 | train_ctc_loss=0.0189 | val_exact_match_acc=0.9175 | lr=0.000839 | time=1.0s
epoch 022/80 | train_ctc_loss=0.0141 | val_exact_match_acc=0.9100 | lr=0.000825 | time=1.1s
epoch 023/80 | train_ctc_loss=0.0127 | val_exact_match_acc=0.9200 | lr=0.000810 | time=1.1s
epoch 024/80 | train_ctc_loss=0.0113 | val_exact_match_acc=0.9000 | lr=0.000794 | time=1.1s
